"","Submission Date","UF","Cidade","Dano","Violência","Tipificação","Vítima","Gênero da vítima 1","Gênero da vítima 2","Gênero da vítima 3","Escolaridade da vítima 3","Escolaridade da vítima 2","Escolaridade da vítima 1","Escolaridade do agressor 3","Escolaridade do agressor 2","Escolaridade do agressor 1","Data da denúncia","Orientação sexual da vítima 1","Orientação sexual da vítima 2","Orientação sexual da vítima 3","Idade da vítima 1","Idade da vítima 2","Idade da vítima 3","Raça/cor da vítima 1","Raça/cor da vítima 2","Raça/cor da vítima 3","Religião da vítima 1","Religião da vítima 2","Religião da vítima 3","Agressor 1","Gênero do agressor 1","Gênero do agressor 2","Gênero do agressor 3","Orientação sexual do agressor 1","Orientação sexual do agressor 2","Orientação sexual do agressor 3","Idade do agressor 1","Idade do agressor 2","Idade do agressor 3","Raça/cor do agressor 1","Raça/cor do agressor 2","Raça/cor do agressor 3","Religião do agressor 1","Religião do agressor 2","Religião do agressor 3","Encaminhamentos","Resumo","Observações"
"711","2022/03/17 16:28:00","PR","Cafelandia",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2019-08-16 09:30:00,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019967286 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"712","2022/03/17 16:28:00","PR","Sao Miguel Do Iguacu",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2019-08-19 13:00:00,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019967710 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"713","2022/03/17 16:28:00","PR","Almirante Tamandare",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2019-08-15 16:30:00,NA,NA,NA,"53",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019968359 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"714","2022/03/17 16:28:00","PR","Telemaco Borba",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2019-08-20 09:00:00,NA,NA,NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019971642 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"715","2022/03/17 16:28:00","PR","Curitiba",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2019-08-19 16:00:00,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019972344 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"716","2022/03/17 16:28:00","PR","Ponta Grossa",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2019-08-18 10:00:00,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019974697 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"717","2022/03/17 16:28:00","PR","Curitiba",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino","Feminino",NA,NA,NA,NA,NA,NA,NA,2019-08-21 14:00:00,NA,NA,NA,"50","35",NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019977858 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"718","2022/03/17 16:28:00","PR","Santa Helena",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino","Feminino",NA,NA,NA,NA,NA,NA,NA,2019-08-21 01:50:00,NA,NA,NA,"23","46",NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019978072 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"719","2022/03/17 16:28:00","PR","Curitiba",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2019-08-21 14:00:00,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019978458 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"720","2022/03/17 16:28:00","PR","Cascavel",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2019-08-21 23:20:00,NA,NA,NA,"39",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019981077 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"721","2022/03/17 16:28:00","PR","Almirante Tamandare",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2019-08-22 11:00:00,NA,NA,NA,"55",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Feminino","Masculino",NA,NA,NA,NA,"64","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019981708 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"722","2022/03/17 16:28:00","PR","Paranavai",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16 13:54:00,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"201998232 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"723","2022/03/17 16:28:00","PR","Colombo",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2019-08-22 16:30:00,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019983826 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"724","2022/03/17 16:28:00","PR","Marmeleiro",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Grupo ou coletivo","Feminino","Feminino","Masculino",NA,NA,NA,NA,NA,NA,2019-08-22 15:00:00,NA,NA,NA,"36","24","36",NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,"77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019986536 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"725","2022/03/17 16:28:00","PR","Cascavel",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2019-08-23 18:05:00,NA,NA,NA,"35",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019989155 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"726","2022/03/17 16:28:00","PR","Londrina",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2019-08-25 09:30:00,NA,NA,NA,"40",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019991803 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"727","2022/03/17 16:28:00","PR","Curitiba",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2019-08-24 12:44:00,NA,NA,NA,"34",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019991843 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"728","2022/03/17 16:28:00","PR","Umuarama",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2019-08-25 10:00:00,NA,NA,NA,"41",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019993531 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"729","2022/03/17 16:28:00","PR","Matinhos",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2019-08-16 09:00:00,NA,NA,NA,"69",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019993881 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"730","2022/03/17 16:28:00","PR","Jaguariaiva",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2019-08-19 19:00:00,NA,NA,NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019994447 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"731","2022/03/17 16:28:00","PR","Londrina",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2019-08-14 04:00:00,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019997164 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"732","2022/03/17 16:28:00","PR","Foz Do Iguacu",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2019-08-25 12:30:00,NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019997360 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"733","2022/03/17 16:28:00","PR","Cascavel",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2020-09-27 04:00:00,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201000323 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"734","2022/03/17 16:28:00","PR","Indianopolis",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2020-09-26 16:00:00,NA,NA,NA,"36",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201000544 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"735","2022/03/17 16:28:00","PR","Araruna",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2020-09-20 16:30:00,NA,NA,NA,"43",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201000692 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"736","2022/03/17 16:28:00","PR","Guarapuava",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino","Feminino","Feminino",NA,NA,NA,NA,NA,NA,2020-09-30 10:00:00,NA,NA,NA,"38","35","27",NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201001124 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"737","2022/03/17 16:28:00","PR","Paranavai",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2020-09-30 13:15:00,NA,NA,NA,"36",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201001575 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"738","2022/03/17 16:28:00","PR","Ponta Grossa",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2020-01-25 01:30:00,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020100268 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"739","2022/03/17 16:28:00","PR","Curitiba",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino","Masculino",NA,NA,NA,NA,NA,NA,NA,2020-09-30 16:33:00,NA,NA,NA,"39","38",NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201003813 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"740","2022/03/17 16:28:00","PR","Ponta Grossa",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2020-09-30 18:30:00,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201005698 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"741","2022/03/17 16:28:00","PR","Curitiba",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2020-03-11 09:00:00,NA,NA,NA,"47",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201006142 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"742","2022/03/17 16:28:00","PR","Arapoti",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2020-08-12 20:40:00,NA,NA,NA,"54",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201008836 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"743","2022/03/17 16:28:00","PR","Foz Do Iguacu",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2020-10-02 12:00:00,NA,NA,NA,"36",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201009412 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"744","2022/03/17 16:28:00","PR","Paranavai",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2020-10-02 14:45:00,NA,NA,NA,"39",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201009783 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"745","2022/03/17 16:28:00","PR","Londrina",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2020-10-02 06:40:00,NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201009889 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"746","2022/03/17 16:28:00","PR","Toledo",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2020-10-02 19:30:00,NA,NA,NA,"35",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201010554 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"747","2022/03/17 16:28:00","PR","Vera Cruz Do Oeste",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino","Masculino","Masculino",NA,NA,NA,NA,NA,NA,2020-10-03 03:00:00,NA,NA,NA,"28","36","19",NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201011641 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"748","2022/03/17 16:28:00","PR","Matinhos",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2020-10-03 09:00:00,NA,NA,NA,"60",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201012035 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"749","2022/03/17 16:28:00","PR","Rancho Alegre",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2020-01-25 20:30:00,NA,NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020101385 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"750","2022/03/17 16:28:00","PR","Nova Santa Rosa",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino","Feminino",NA,NA,NA,NA,NA,NA,NA,2020-10-03 12:00:00,NA,NA,NA,"14","16",NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201016690 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"751","2022/03/17 16:28:00","PR","Matinhos",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2020-01-25 22:30:00,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020101732 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"752","2022/03/17 16:28:00","PR","Flor Da Serra Do Sul",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2020-06-07 10:00:00,NA,NA,NA,"39",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201018793 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"753","2022/03/17 16:28:00","PR","Ponta Grossa",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2020-09-29 15:25:00,NA,NA,NA,"52",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201023338 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"754","2022/03/17 16:28:00","PR","Apucarana",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2020-10-06 22:55:00,NA,NA,NA,"51",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201025702 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"755","2022/03/17 16:28:00","PR","Araucaria",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2020-10-07 16:00:00,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201031187 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"756","2022/03/17 16:28:00","PR","Fazenda Rio Grande",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2020-10-03 14:30:00,NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201031347 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"757","2022/03/17 16:28:00","PR","Astorga",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2020-07-27 16:23:00,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201032699 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"758","2022/03/17 16:28:00","PR","Cascavel",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2020-10-07 20:30:00,NA,NA,NA,"43",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Feminino","Feminino",NA,NA,NA,NA,"28","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201033046 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"759","2022/03/17 16:28:00","PR","Itaipulandia",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2020-01-26 08:30:00,NA,NA,NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020103601 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
"760","2022/03/17 16:28:00","PR","Curitiba",NA,NA,"INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2020-06-03 08:00:00,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201036046 - Sem dados de raça (vieram como M/F, ao invés de informações raciais"
