Submission.Date,UF,Cidade,Dano,Violência,Tipificação,Vítima,Gênero da vítima 1,Gênero da vítima 2,Gênero da vítima 3,Escolaridade da vítima 3,Escolaridade da vítima 2,Escolaridade da vítima 1,Escolaridade do agressor 3,Escolaridade do agressor 2,Escolaridade do agressor 1,Data da denúncia,Orientação sexual da vítima 1,Orientação sexual da vítima 2,Orientação sexual da vítima 3,Idade da vítima 1,Idade da vítima 2,Idade da vítima 3,Raça/cor da vítima 1,Raça/cor da vítima 2,Raça/cor da vítima 3,Religião da vítima 1,Religião da vítima 2,Religião da vítima 3,Agressor 1,Gênero do agressor 1,Gênero do agressor 2,Gênero do agressor 3,Orientação sexual do agressor 1,Orientação sexual do agressor 2,Orientação sexual do agressor 3,Idade do agressor 1,Idade do agressor 2,Idade do agressor 3,Raça/cor do agressor 1,Raça/cor do agressor 2,Raça/cor do agressor 3,Religião do agressor 1,Religião do agressor 2,Religião do agressor 3,Encaminhamentos,Resumo,Observações
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-08-2021,NI,,,36,,,NI,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,NA,,,PARDA,,,,,,,,EM BANCO
17-03-2022,MATO GROSSO,PEIXOTO DE AZEVEDO,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-08-2021,NI,,,33,,,NI,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,ALTA FLORESTA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-09-2021,NI,,,31,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,NA,,,NI,,,,,,,,POSTO DE GASOLINA
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-09-2021,NI,,,20,,,NI,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-09-2021,NI,,,38,,,NI,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-09-2021,NI,,,20,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,29,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-09-2021,NI,,,38,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,29,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,NOVA CANAA DO NORTE,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-09-2021,NI,,,20,,,PARDA,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,POCONE,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-09-2021,NI,,,45,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,24,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,PONTES E LACERDA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-09-2021,NI,,,45,,,PRETA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,29,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,PONTES E LACERDA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-09-2021,NI,,,42,,,PRETA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,29,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,PONTES E LACERDA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-09-2021,NI,,,45,,,PRETA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,54,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,PONTES E LACERDA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-09-2021,NI,,,42,,,PRETA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,54,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,PONTES E LACERDA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-09-2021,NI,,,45,,,PRETA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,NA,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,PONTES E LACERDA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-09-2021,NI,,,42,,,PRETA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,NA,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,VARZEA GRANDE,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-09-2021,NI,,,49,,,NI,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-10-2021,NI,,,27,,,NI,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-10-2021,NI,,,72,,,PARDA,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,NOVA XAVANTINA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-10-2021,HETEROSSEXUAL,,,32,,,PARDA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,31,,,NI,,,,,,,,CASA COMERCIAL
17-03-2022,MATO GROSSO,VARZEA GRANDE,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-10-2021,NI,,,37,,,NI,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,NA,,,NI,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,,,,,,,00-11-2021,NI,,,NA,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,27,,,NI,,,,,,,,IGREJA
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-11-2021,NI,,,43,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,27,,,NI,,,,,,,,IGREJA
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-12-2021,NI,,,21,,,NI,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,NA,,,NI,,,,,,,,INTERNET
17-03-2022,MATO GROSSO,"MIRASSOL D\OESTE""",,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-01-2019,NI,,,9,,,PARDA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,30,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,"MIRASSOL D\OESTE""",,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-01-2019,NI,,,34,,,PRETA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,30,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-02-2019,NI,,,48,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,56,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-03-2019,NI,,,48,,,PARDA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,49,,,NI,,,,,,,,CASA COMERCIAL
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-03-2019,NI,,,48,,,PARDA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,38,,,NI,,,,,,,,CASA COMERCIAL
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-04-2019,NI,,,21,,,PARDA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,21,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,ALTA FLORESTA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-05-2019,NI,,,17,,,NI,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,52,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,ALTA FLORESTA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-05-2019,NI,,,17,,,NI,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-05-2019,NI,,,39,,,PARDA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,42,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-06-2019,NI,,,21,,,NI,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,CASA COMERCIAL
17-03-2022,MATO GROSSO,SORRISO,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-07-2019,NI,,,42,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,61,,,NI,,,,,,,,PROPRIEDADE RURAL
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-08-2019,NI,,,36,,,PARDA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,54,,,NI,,,,,,,,CASA COMERCIAL
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-08-2019,NI,,,42,,,PARDA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,40,,,NI,,,,,,,,CONDOMÍNIO
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-08-2019,NI,,,18,,,PARDA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,40,,,NI,,,,,,,,ESCOLA PUBLICA
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-08-2019,NI,,,31,,,NI,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,PONTO DE ÔNIBUS
17-03-2022,MATO GROSSO,PEIXOTO DE AZEVEDO,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-08-2019,HETEROSSEXUAL,,,37,,,PARDA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,NA,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,SINOP,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-08-2019,NI,,,25,,,NI,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-09-2019,NI,,,47,,,PARDA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,49,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-09-2019,NI,,,47,,,PARDA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,75,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,BARRA DO BUGRES,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-10-2019,NI,,,22,,,PARDA,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,CAMPO VERDE,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-10-2019,HETEROSSEXUAL,,,17,,,PARDA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,61,,,BRANCO,,,,,,,,ESCRITORIO
17-03-2022,MATO GROSSO,CAMPO VERDE,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-10-2019,HETEROSSEXUAL,,,40,,,PARDA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,61,,,BRANCO,,,,,,,,ESCRITORIO
17-03-2022,MATO GROSSO,SAPEZAL,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-10-2019,NI,,,35,,,PRETA,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,TAPURAH,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-10-2019,NI,,,35,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,NA,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,VARZEA GRANDE,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-10-2019,NI,,,55,,,NI,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,NA,,,NI,,,,,,,,ESCOLA PUBLICA
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-11-2019,NI,,,37,,,NI,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,PARDA,,,,,,,,CONDOMÍNIO
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-11-2019,NI,,,58,,,NI,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,SUPERMERCADOS E MERCADOS
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-12-2019,NI,,,16,,,PARDA,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,ESCOLA PUBLICA
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-12-2019,NI,,,42,,,PARDA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,28,,,PRETA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,RONDONOPOLIS,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-12-2019,NI,,,29,,,PARDA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,42,,,BRANCO,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,RONDONOPOLIS,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-12-2019,NI,,,31,,,PARDA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,42,,,BRANCO,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-02-2020,NI,,,71,,,PARDA,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,SUPERMERCADOS E MERCADOS
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-02-2020,NI,,,62,,,PARDA,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,SUPERMERCADOS E MERCADOS
17-03-2022,MATO GROSSO,CUIABA,,,SERÃO PUNIDOS NA FORMA DESTA LEI OS CRIMES RESULTANTES DE DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-03-2020,HOMOSSEXUAL,,,28,,,PRETA,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,POSTO DE GASOLINA
